# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/MW2_annotation/MW2_assembly.gtf" "-o" "MW2_transcripts.txt" "mapping/M-A_S488_L006_vs_MW2.sorted.bam" "mapping/M-B_S489_L006_vs_MW2.sorted.bam" "mapping/M-C_S490_L006_vs_MW2.sorted.bam" "mapping/MplusA_S494_L006_vs_MW2.sorted.bam" "mapping/MplusB_S495_L006_vs_MW2.sorted.bam" "mapping/MplusC_S496_L006_vs_MW2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/M-A_S488_L006_vs_MW2.sorted.bam	mapping/M-B_S489_L006_vs_MW2.sorted.bam	mapping/M-C_S490_L006_vs_MW2.sorted.bam	mapping/MplusA_S494_L006_vs_MW2.sorted.bam	mapping/MplusB_S495_L006_vs_MW2.sorted.bam	mapping/MplusC_S496_L006_vs_MW2.sorted.bam
DBIAII_02316	MRSA_MW2_contig_1	2369844	2371220	+	1377	10145	8476	10521	2815	3859	3864
DBIAII_02317	MRSA_MW2_contig_1	2371217	2371546	+	330	909	777	1047	295	367	401
DBIAII_02318	MRSA_MW2_contig_1	2371550	2371861	+	312	3084	2628	3191	950	1224	1405
xynB	MRSA_MW2_contig_1	2372113	2374350	+	2238	7023	5766	7032	4254	7483	6865
nptA	MRSA_MW2_contig_1	2377556	2379223	-	1668	28461	25764	32776	13350	21412	15999
DBIAII_02323	MRSA_MW2_contig_1	2379541	2381316	-	1776	5145	4329	5944	828	2044	1165
DBIAII_02324	MRSA_MW2_contig_1	2381667	2382140	+	474	1975	1397	1636	365	1115	550
spa	MRSA_MW2_contig_1	2384323	2385801	-	1479	2948	7216	7504	1109585	2163798	1977318
sarS	MRSA_MW2_contig_1	2386222	2386974	-	753	7144	7216	8282	33615	73574	77417
sbnA	MRSA_MW2_contig_1	2390572	2391552	+	981	32	23	33	51	82	50
sbnB	MRSA_MW2_contig_1	2391549	2392559	+	1011	35	18	31	35	54	30
sbnC	MRSA_MW2_contig_1	2392580	2394334	+	1755	159	96	115	102	185	115
sbnD	MRSA_MW2_contig_1	2394411	2395583	+	1173	178	120	169	138	222	175
sbnE	MRSA_MW2_contig_1	2395573	2397309	+	1737	292	237	252	236	306	278
sbnF	MRSA_MW2_contig_1	2397290	2399068	+	1779	408	322	398	290	326	370
sbnG	MRSA_MW2_contig_1	2399040	2399819	+	780	140	106	165	140	179	169
sbnH	MRSA_MW2_contig_1	2399819	2401021	+	1203	453	334	398	320	393	469
sbnI	MRSA_MW2_contig_1	2401025	2401789	+	765	366	288	261	245	332	339
DBIAII_02340	MRSA_MW2_contig_1	2401985	2402392	+	408	1497	1347	1592	158	341	377
DBIAII_02341	MRSA_MW2_contig_1	2402442	2403068	+	627	3417	2523	3277	479	981	782
butA	MRSA_MW2_contig_1	2403280	2404056	+	777	5072	4124	5896	2050	6464	3000
DBIAII_02343	MRSA_MW2_contig_1	2404401	2405372	+	972	144	147	159	1161	1902	2135
wcaJ	MRSA_MW2_contig_1	2405335	2406027	+	693	71	50	78	747	927	1068
DBIAII_02346	MRSA_MW2_contig_1	2407384	2408622	+	1239	480	403	541	1610	1763	3076
rfbX	MRSA_MW2_contig_1	2408612	2410042	+	1431	2384	1981	2294	3532	4606	6213
sodM	MRSA_MW2_contig_1	2410310	2410909	+	600	2160	1836	2169	2104	3627	4107
sasD	MRSA_MW2_contig_1	2411277	2412002	+	726	8213	7527	9894	6417	15111	7583
tet(38)	MRSA_MW2_contig_1	2413898	2415250	+	1353	2049	1411	1923	1246	2031	1297
deoB	MRSA_MW2_contig_1	2416021	2417199	+	1179	16020	10660	16207	7629	22219	10463
phnE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2417330;2418142	2418145;2418942	-;-	1613	377	261	404	384	488	442
phnC	MRSA_MW2_contig_1	2418944	2419717	-	774	216	98	159	168	269	212
phnD	MRSA_MW2_contig_1	2419931	2420887	-	957	243	208	276	372	591	549
DBIAII_02359	MRSA_MW2_contig_1	2421116	2422660	+	1545	157	98	181	182	143	234
DBIAII_02361	MRSA_MW2_contig_1	2424588	2424686	-	99	13	6	9	7	5	10
DBIAII_02362	MRSA_MW2_contig_1	2424900	2425385	+	486	34	22	43	9	44	51
DBIAII_02363	MRSA_MW2_contig_1	2425370	2425660	+	291	81	47	68	37	85	78
DBIAII_02368	MRSA_MW2_contig_1	2430413	2430928	+	516	725	290	346	10	20	13
DBIAII_02369	MRSA_MW2_contig_1	2430928	2431080	+	153	21	10	14	4	1	0
cap8B	MRSA_MW2_contig_1	2431096	2431782	+	687	1578	691	900	62	100	79
cap8C	MRSA_MW2_contig_1	2431785	2432549	+	765	1502	586	820	47	57	104
cap8D	MRSA_MW2_contig_1	2432569	2434392	+	1824	2382	1130	1574	86	111	126
cap8E	MRSA_MW2_contig_1	2434382	2435410	+	1029	1422	817	1169	122	151	145
cap8F	MRSA_MW2_contig_1	2435423	2436532	+	1110	1356	810	1115	199	177	158
cap8G	MRSA_MW2_contig_1	2436536	2437660	+	1125	1179	731	1249	145	145	162
cap8H	MRSA_MW2_contig_1	2437663	2438742	+	1080	847	577	900	141	167	197
cap8I	MRSA_MW2_contig_1	2438735	2440129	+	1395	985	592	984	340	530	552
cap8J	MRSA_MW2_contig_1	2440126	2440683	+	558	306	202	296	101	131	111
cap8K	MRSA_MW2_contig_1	2440692	2441930	+	1239	952	565	769	336	445	512
cap8L	MRSA_MW2_contig_1	2441964	2443169	+	1206	1092	721	881	526	596	642
cap8M	MRSA_MW2_contig_1	2443180	2443737	+	558	506	344	431	257	289	306
capN	MRSA_MW2_contig_1	2443737	2444624	+	888	1080	803	1057	570	645	723
cap8O	MRSA_MW2_contig_1	2444678	2445940	+	1263	2145	1446	1729	991	1306	1305
cap8P	MRSA_MW2_contig_1	2446017	2447162	+	1146	2394	1848	2212	1433	1758	2089
isdI	MRSA_MW2_contig_1	2447227	2447553	-	327	159	122	162	243	600	333
ybaN	MRSA_MW2_contig_1	2447560	2447943	-	384	292	225	289	318	970	675
aldA	MRSA_MW2_contig_1	2448370	2449857	+	1488	1694	1204	1725	1754	1573	1876
czcD	MRSA_MW2_contig_1	2450503	2451462	+	960	2492	1744	2268	1084	2749	1734
DBIAII_02390	MRSA_MW2_contig_1	2451757	2451960	-	204	712	470	591	661	1461	979
DBIAII_02391	MRSA_MW2_contig_1	2452138	2452650	+	513	2866	2171	2980	9031	5490	15725
tauB	MRSA_MW2_contig_1	2452992	2453732	+	741	495	356	572	559	281	699
tauA	MRSA_MW2_contig_1	2453746	2454720	+	975	503	343	443	585	352	705
tauC	MRSA_MW2_contig_1	2454717	2455478	+	762	260	188	274	451	236	519
mpsC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2456739;2745376	2457098;2745738	+;+	723	11860	10560	14656	5686	13646	8807
imrP	MRSA_MW2_contig_1	2458683	2459933	+	1251	1954	1443	1655	502	933	627
lys2b	MRSA_MW2_contig_1	2460380	2467555	+	7176	14937	9950	13195	2799	3476	3590
sfp	MRSA_MW2_contig_1	2467568	2468212	+	645	1708	1342	1700	708	1168	1220
yagU	MRSA_MW2_contig_1	2468540	2469034	-	495	23064	17811	25187	5093	18832	9604
argB	MRSA_MW2_contig_1	2469289	2470053	-	765	604	397	517	371	628	497
argJ	MRSA_MW2_contig_1	2470069	2471310	-	1242	509	324	403	368	636	464
argC	MRSA_MW2_contig_1	2471322	2472356	-	1035	292	169	271	297	500	362
DBIAII_02408	MRSA_MW2_contig_1	2475460	2476017	-	558	792	488	627	329	532	579
pDC1	MRSA_MW2_contig_1	2476084	2477724	-	1641	1168	846	1105	783	939	1422
ptsG	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2477997;2545385	2480042;2546914	-;-	3576	162961	148409	180742	103238	177588	182041
mupG	MRSA_MW2_contig_1	2480627	2481682	+	1056	1352	767	1109	255	249	525
murQ	MRSA_MW2_contig_1	2481682	2482578	+	897	685	450	555	160	81	173
murP	MRSA_MW2_contig_1	2482590	2484044	+	1455	1514	955	1202	371	465	523
DBIAII_02415	MRSA_MW2_contig_1	2485116	2485397	-	282	292	250	270	213	544	411
hsdR	MRSA_MW2_contig_1	2485610	2488399	+	2790	11711	9149	11702	10171	22301	18309
DBIAII_02417	MRSA_MW2_contig_1	2488546	2489145	-	600	203	195	247	358	329	416
DBIAII_02418	MRSA_MW2_contig_1	2489271	2490026	+	756	230	192	281	190	215	313
DBIAII_02420	MRSA_MW2_contig_1	2490700	2490894	+	195	31	10	22	3	12	33
salY	MRSA_MW2_contig_1	2490891	2491877	+	987	1064	859	1107	593	793	1214
DBIAII_02422	MRSA_MW2_contig_1	2492084	2492305	+	222	495	486	642	436	636	587
DBIAII_02423	MRSA_MW2_contig_1	2492343	2494061	+	1719	507	463	549	341	487	646
spoIIM	MRSA_MW2_contig_1	2494129	2494563	+	435	239	234	209	182	220	268
DBIAII_02426	MRSA_MW2_contig_1	2495284	2495460	+	177	2	5	8	3	2	6
dppB	MRSA_MW2_contig_1	2497764	2499197	+	1434	476	480	490	210	313	406
dppC	MRSA_MW2_contig_1	2499203	2500366	+	1164	271	200	316	263	215	209
ggt	MRSA_MW2_contig_1	2502196	2504202	+	2007	1798	1403	1808	2090	1989	1860
DBIAII_02433	MRSA_MW2_contig_1	2504515	2505288	-	774	1759	1352	1638	1778	3297	3211
azoR	MRSA_MW2_contig_1	2505478	2506104	-	627	1152	1002	1094	1501	2035	2664
nlpD	MRSA_MW2_contig_1	2506313	2506891	+	579	277	228	299	344	389	543
malK	MRSA_MW2_contig_1	2507274	2508371	+	1098	168	164	183	166	83	144
malE	MRSA_MW2_contig_1	2508384	2509655	+	1272	241	162	248	181	128	148
ugpA	MRSA_MW2_contig_1	2509658	2510926	+	1269	677	522	655	322	284	274
malG	MRSA_MW2_contig_1	2510928	2511767	+	840	399	306	444	158	133	112
mviM	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2511841;2512942	2512917;2513982	+;+	2118	1554	1347	1894	741	637	538
ycjR	MRSA_MW2_contig_1	2514037	2515005	+	969	892	766	1251	531	527	706
ypbQ	MRSA_MW2_contig_1	2515366	2515860	-	495	4779	3761	4312	712	6047	21157
uhpT	MRSA_MW2_contig_1	2516093	2517472	+	1380	314	260	358	358	542	437
hptR	MRSA_MW2_contig_1	2517831	2518589	-	759	2348	2036	2779	944	2310	1813
hptS	MRSA_MW2_contig_1	2518582	2520138	-	1557	5097	4244	5364	1819	4647	3604
afuA	MRSA_MW2_contig_1	2520135	2521103	-	969	3388	2700	3094	910	3081	2062
pflB	MRSA_MW2_contig_1	2521691	2523940	+	2250	170253	185567	261347	37928	137167	38094
pflA	MRSA_MW2_contig_1	2523963	2524718	+	756	44157	52585	76320	12324	38209	8788
ugpQ1	MRSA_MW2_contig_1	2525054	2526817	+	1764	7701	6758	9466	2130	2951	2712
DBIAII_02451	MRSA_MW2_contig_1	2526981	2527325	-	345	522	490	643	755	1920	2631
coa	MRSA_MW2_contig_1	2527515	2529416	+	1902	5618	4628	5450	3441	16877	50743
paaJ	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2530019;2663653	2531203;2664834	-;+	2367	25529	23159	29419	16315	22737	25327
fadB	MRSA_MW2_contig_1	2531233	2533494	-	2262	196	112	143	106	149	136
fadK	MRSA_MW2_contig_1	2535004	2536509	-	1506	127	113	111	105	145	169
ydiF	MRSA_MW2_contig_1	2536535	2538097	-	1563	106	86	85	74	90	92
prsW	MRSA_MW2_contig_1	2538466	2539695	+	1230	3803	3270	3747	6256	7828	10052
nikA	MRSA_MW2_contig_1	2540009	2541484	-	1476	21247	16277	23809	9889	30447	14824
yeaO	MRSA_MW2_contig_1	2541682	2542038	-	357	3993	3447	4915	2537	11187	4185
DBIAII_02461	MRSA_MW2_contig_1	2542195	2542368	-	174	1826	1565	2191	907	5167	1710
fpr	MRSA_MW2_contig_1	2542394	2543539	-	1146	35504	31556	46436	15325	104925	28518
ldh1	MRSA_MW2_contig_1	2544112	2545065	+	954	959635	828810	1042952	126221	542938	274523
sgaB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2551119;2641812	2551397;2642096	+;-	564	73	65	79	25	47	55
sgcC	MRSA_MW2_contig_1	2551624	2552883	+	1260	160	127	151	77	79	97
tdh	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2552901;2554128	2553956;2555171	+;+	2100	614	517	573	360	500	506
DBIAII_02471	MRSA_MW2_contig_1	2553958	2554104	+	147	2	5	4	1	2	9
tarI2	MRSA_MW2_contig_1	2555699	2556415	+	717	4641	3473	4387	1528	7210	3061
tarJ'	MRSA_MW2_contig_1	2556408	2557433	+	1026	3712	3093	3690	2011	6761	2840
tarL	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2557455;2563376	2559149;2565064	+;+	3384	51212	39443	51971	22862	41730	34858
tarF	MRSA_MW2_contig_1	2560175	2561344	+	1170	7129	5729	7377	3323	4775	5022
tarI1	MRSA_MW2_contig_1	2561620	2562336	+	717	10537	7922	10545	4041	7976	6272
tarJ	MRSA_MW2_contig_1	2562329	2563354	+	1026	14999	11883	15835	7502	12196	9559
tarS	MRSA_MW2_contig_1	2565097	2566818	+	1722	61420	48084	63638	25596	43348	43163
scdA	MRSA_MW2_contig_1	2566962	2567636	+	675	4030	4037	5037	2191	11910	4438
lytS	MRSA_MW2_contig_1	2567880	2569634	+	1755	12088	10179	12286	1142	3054	1469
lytR	MRSA_MW2_contig_1	2569637	2570377	+	741	4713	4041	5171	576	1232	728
lrgA	MRSA_MW2_contig_1	2570496	2570933	+	438	21047	18900	21767	806	2187	706
lrgB	MRSA_MW2_contig_1	2570926	2571627	+	702	34501	31826	36314	2263	6148	1955
bglB	MRSA_MW2_contig_1	2573395	2574831	+	1437	1751	1278	1450	1430	1826	2052
ubiE	MRSA_MW2_contig_1	2575379	2576140	-	762	756	675	717	600	1765	999
rbsD	MRSA_MW2_contig_1	2577333	2577737	-	405	1171	900	1309	399	1046	685
rbsU	MRSA_MW2_contig_1	2577752	2578633	-	882	1925	1491	1927	806	1462	999
DBIAII_02497	MRSA_MW2_contig_1	2580244	2580636	+	393	149	150	143	1908	3865	3057
yxeI	MRSA_MW2_contig_1	2582374	2583366	+	993	528	351	441	926	1039	1059
lytM	MRSA_MW2_contig_1	2583692	2584642	+	951	3891	2796	3657	2229	2620	2966
DBIAII_02502	MRSA_MW2_contig_1	2585367	2586287	-	921	2214	1711	2016	954	1232	1717
DBIAII_02503	MRSA_MW2_contig_1	2586284	2587450	-	1167	2478	2251	2615	1238	1541	1976
DBIAII_02504	MRSA_MW2_contig_1	2587518	2589041	-	1524	19181	16155	20352	9306	15238	14639
DBIAII_02505	MRSA_MW2_contig_1	2589372	2590274	-	903	5695	5104	6168	783	1018	900
esxA	MRSA_MW2_contig_1	2590513	2590806	+	294	35227	30234	38182	5033	9606	5375
esaA	MRSA_MW2_contig_1	2590889	2593918	+	3030	10049	8655	11599	1227	1461	1268
essA	MRSA_MW2_contig_1	2593918	2594376	+	459	1520	1363	1821	206	209	229
esaB	MRSA_MW2_contig_1	2594348	2594590	+	243	38	42	41	14	12	12
essB	MRSA_MW2_contig_1	2594603	2595937	+	1335	1267	887	1168	197	298	184
essC	MRSA_MW2_contig_1	2595959	2600398	+	4440	7254	4938	6515	1161	1485	1120
esxC	MRSA_MW2_contig_1	2600428	2600820	+	393	1064	831	1057	174	279	262
esxB	MRSA_MW2_contig_1	2600836	2601150	+	315	487	421	474	90	74	59
esaE	MRSA_MW2_contig_1	2601147	2601824	+	678	1766	1220	1701	177	230	205
esxD	MRSA_MW2_contig_1	2601830	2602141	+	312	465	422	518	69	76	46
esaD	MRSA_MW2_contig_1	2602142	2603995	+	1854	9877	7530	9913	2857	5708	4546
esaG	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	2604006;2606351;2606862;2607373;2607884;2608395;2608906;2609417;2609928	2604500;2606851;2607362;2607873;2608384;2608895;2609406;2609917;2610416	+;+;+;+;+;+;+;+;+	4491	10768	9220	12433	6051	10615	9104
DBIAII_02518	MRSA_MW2_contig_1	2604711	2605394	+	684	1332	1088	1395	975	1589	1489
DBIAII_02519	MRSA_MW2_contig_1	2605541	2606152	+	612	1779	1406	1930	1368	1966	2176
DBIAII_02528	MRSA_MW2_contig_1	2611041	2611415	+	375	2739	2702	3695	1045	1627	1386
DBIAII_02529	MRSA_MW2_contig_1	2611565	2611963	+	399	10865	9260	11696	2821	6283	4501
DBIAII_02532	MRSA_MW2_contig_1	2615167	2616057	+	891	7587	6617	8306	1722	4332	2255
lolC	MRSA_MW2_contig_1	2616307	2617356	+	1050	9116	6522	8752	1645	4943	2467
DBIAII_02536	MRSA_MW2_contig_1	2619628	2620746	+	1119	95	66	114	60	86	72
psuG	MRSA_MW2_contig_1	2620721	2621644	+	924	93	78	98	79	122	104
nanA	MRSA_MW2_contig_1	2624553	2625434	-	882	314	220	368	1469	184	450
nanE	MRSA_MW2_contig_1	2627670	2628338	+	669	1028	912	1106	4164	1191	2079
geh	MRSA_MW2_contig_1	2630200	2632272	+	2073	14484	8800	10383	4187	8965	8886
DBIAII_02550	MRSA_MW2_contig_1	2636283	2637083	+	801	678	515	721	553	829	817
sIR2	MRSA_MW2_contig_1	2637073	2638017	+	945	762	542	731	596	846	881
ulaA	MRSA_MW2_contig_1	2640451	2641797	-	1347	1093	839	997	626	1036	930
mepR	MRSA_MW2_contig_1	2644713	2645132	+	420	1661	1519	1883	1551	2317	2354
mepA	MRSA_MW2_contig_1	2645239	2646594	+	1356	1328	1302	1605	1253	1465	1805
DBIAII_02560	MRSA_MW2_contig_1	2646701	2647141	+	441	2701	2231	3178	1108	2243	1920
glpT	MRSA_MW2_contig_1	2647224	2648582	-	1359	6073	5173	6747	3523	2739	3807
DBIAII_02564	MRSA_MW2_contig_1	2650909	2651475	+	567	855	804	940	360	619	469
yeiH	MRSA_MW2_contig_1	2651535	2652530	-	996	4996	4192	5276	6421	12084	11245
efeO	MRSA_MW2_contig_1	2653647	2654501	+	855	253	202	261	2202	4172	3665
efeB	MRSA_MW2_contig_1	2654498	2655727	+	1230	393	339	396	4794	6264	6835
fTR1	MRSA_MW2_contig_1	2655708	2657420	+	1713	712	491	619	6699	7951	10302
tatC	MRSA_MW2_contig_1	2657512	2658213	-	702	2175	1832	2204	5018	11605	10088
tatB	MRSA_MW2_contig_1	2658230	2658445	-	216	700	585	723	1267	2951	2480
ybcV	MRSA_MW2_contig_1	2658553	2658942	-	390	1211	915	1266	908	989	1363
DBIAII_02574	MRSA_MW2_contig_1	2659382	2660095	+	714	2670	2315	2585	2641	3435	4308
DBIAII_02576	MRSA_MW2_contig_1	2660962	2661591	+	630	5027	4153	5148	4483	6615	7588
ltrA	MRSA_MW2_contig_1	2661981	2663114	-	1134	6472	5375	6472	2212	3009	3139
DBIAII_02579	MRSA_MW2_contig_1	2664917	2665669	-	753	2006	1686	2169	1523	2287	2148
metE	MRSA_MW2_contig_1	2665712	2667940	-	2229	2583	2200	2843	1359	1378	1653
metF	MRSA_MW2_contig_1	2667937	2669778	-	1842	1102	957	1250	359	545	481
metC	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	2669747;2670904;2750774	2670907;2672007;2751916	-;-;+	3404	8545	6728	8390	8982	7092	15056
spo0J	MRSA_MW2_contig_1	2672671	2673516	+	846	1391	1202	1519	1226	2291	1595
mscS	MRSA_MW2_contig_1	2673673	2674554	+	882	2940	2463	3376	4174	3454	5037
DBIAII_02586	MRSA_MW2_contig_1	2674584	2674787	+	204	1131	900	1229	936	1055	1555
ychF	MRSA_MW2_contig_1	2674799	2675896	+	1098	20939	17271	22357	15918	20555	26460
DBIAII_02588	MRSA_MW2_contig_1	2675982	2676173	-	192	1490	1316	1523	1019	1838	1739
rpsF	MRSA_MW2_contig_1	2676417	2676713	+	297	43366	35708	41854	30047	28849	49932
rpsR	MRSA_MW2_contig_1	2677289	2677531	+	243	66608	60134	64516	53308	50658	79277
abiF	MRSA_MW2_contig_1	2677797	2678771	-	975	939	723	966	361	691	709
selX	MRSA_MW2_contig_1	2679694	2680305	+	612	322	226	285	90	224	284
ykoI	MRSA_MW2_contig_1	2681223	2681795	+	573	21584	16276	22772	3049	9133	2015
DBIAII_02597	MRSA_MW2_contig_1	2681933	2682196	-	264	2181	1814	2373	1977	5592	2940
yeaQ	MRSA_MW2_contig_1	2682490	2682741	+	252	24610	22611	31424	5664	8893	2268
DBIAII_02601	MRSA_MW2_contig_1	2683814	2684200	-	387	2005	1760	2122	1142	2506	2220
DBIAII_02602	MRSA_MW2_contig_1	2684452	2685078	-	627	11410	9317	11676	6382	15050	12031
DBIAII_02603	MRSA_MW2_contig_1	2685151	2686761	-	1611	12427	10906	13466	6303	15863	11521
ahpF	MRSA_MW2_contig_1	2686876	2688399	-	1524	64992	45015	64387	26879	45123	29081
ahpC	MRSA_MW2_contig_1	2688415	2688984	-	570	65750	46839	60540	22561	40164	34648
nfsA	MRSA_MW2_contig_1	2689425	2690231	+	807	2882	2239	3063	5104	10629	7639
tcyP	MRSA_MW2_contig_1	2690312	2691700	-	1389	7428	6191	7492	5267	5044	7130
DBIAII_02609	MRSA_MW2_contig_1	2692874	2693830	-	957	32991	27528	34200	21849	35659	38452
DBIAII_02610	MRSA_MW2_contig_1	2693948	2694610	-	663	6770	5668	6659	3831	6897	7346
DBIAII_02611	MRSA_MW2_contig_1	2694753	2695160	-	408	7377	5956	7667	3217	5948	4237
xpt	MRSA_MW2_contig_1	2695673	2696251	+	579	6456	4805	6099	4691	4953	5530
pbuX	MRSA_MW2_contig_1	2696251	2697519	+	1269	11247	8537	11666	8250	6417	9104
guaB	MRSA_MW2_contig_1	2697557	2699023	+	1467	32690	24138	31796	17211	22875	19594
guaA	MRSA_MW2_contig_1	2699048	2700589	+	1542	45291	34281	42298	25259	30586	34548
DBIAII_02616	MRSA_MW2_contig_1	2701101	2702207	+	1107	3396	2861	3370	3314	4781	5560
DBIAII_02617	MRSA_MW2_contig_1	2702833	2703225	-	393	4880	3017	3473	710	1107	1076
DBIAII_02618	MRSA_MW2_contig_1	2703247	2703726	-	480	6706	4228	5181	620	922	799
DBIAII_02619	MRSA_MW2_contig_1	2704652	2704984	+	333	343	349	425	294	548	410
DBIAII_02620	MRSA_MW2_contig_1	2705003	2705203	+	201	367	307	375	226	520	392
DBIAII_02621	MRSA_MW2_contig_1	2706089	2707915	+	1827	12517	10904	13657	13495	20689	20214
DBIAII_02622	MRSA_MW2_contig_1	2708453	2708875	-	423	963	825	891	787	1458	1351
DBIAII_02623	MRSA_MW2_contig_1	2709200	2709748	-	549	245	225	243	334	370	465
DBIAII_02624	MRSA_MW2_contig_1	2709729	2709881	-	153	9	21	16	34	25	34
DBIAII_02625	MRSA_MW2_contig_1	2710244	2710651	+	408	1311	1069	1255	881	1905	1960
DBIAII_02626	MRSA_MW2_contig_1	2710698	2711180	+	483	887	672	842	795	1382	1394
DBIAII_02627	MRSA_MW2_contig_1	2711380	2712069	+	690	825	702	789	2409	3237	3909
DBIAII_02628	MRSA_MW2_contig_1	2712328	2712687	-	360	441	377	450	520	701	694
set16	MRSA_MW2_contig_1	2714023	2714703	+	681	1022	866	1123	727	1357	1333
set17	MRSA_MW2_contig_1	2714989	2715684	+	696	202	192	189	140	250	236
set18	MRSA_MW2_contig_1	2715975	2717045	+	1071	166	183	171	107	171	174
set19	MRSA_MW2_contig_1	2717410	2718357	+	948	178	181	219	102	183	212
set20	MRSA_MW2_contig_1	2718721	2719425	+	705	163	141	165	130	196	202
set21	MRSA_MW2_contig_1	2719871	2720569	+	699	100	106	113	94	208	189
set22	MRSA_MW2_contig_1	2720991	2721686	+	696	611	435	662	349	641	596
set23	MRSA_MW2_contig_1	2722025	2722723	+	699	180	186	205	140	198	179
set24	MRSA_MW2_contig_1	2723102	2723800	+	699	142	105	147	84	175	149
set25	MRSA_MW2_contig_1	2724159	2724842	+	684	436	419	528	295	540	512
DBIAII_02640	MRSA_MW2_contig_1	2725104	2726660	+	1557	9532	7935	9749	4711	8206	7987
hsdS	MRSA_MW2_contig_1	2726653	2727912	+	1260	8013	6673	7924	4318	6812	7885
set26	MRSA_MW2_contig_1	2728318	2729010	+	693	5327	6338	8108	908	6076	28795
DBIAII_02643	MRSA_MW2_contig_1	2729032	2730534	+	1503	14647	17745	20703	1986	15731	58290
spn	MRSA_MW2_contig_1	2730641	2730949	-	309	567	482	587	121	529	194
lpl10	MRSA_MW2_contig_1	2731285	2732097	+	813	112	90	116	27	72	47
lpl5	MRSA_MW2_contig_1	2732145	2732915	+	771	74	91	105	27	38	23
lpl12	MRSA_MW2_contig_1	2732947	2733738	+	792	233	138	238	86	132	84
lpl13	MRSA_MW2_contig_1	2733790	2734587	+	798	394	299	469	106	203	202
lpl9	MRSA_MW2_contig_1	2734766	2735581	+	816	5739	4535	6284	299	489	302
DBIAII_02650	MRSA_MW2_contig_1	2735571	2736896	+	1326	8734	6990	9745	554	980	659
DBIAII_02651	MRSA_MW2_contig_1	2736893	2737216	+	324	1386	1188	1634	116	163	129
DBIAII_02652	MRSA_MW2_contig_1	2737235	2737549	+	315	2419	2028	2793	272	396	310
DBIAII_02653	MRSA_MW2_contig_1	2737833	2738027	-	195	944	845	1105	533	925	694
psmA4	MRSA_MW2_contig_1	2740084	2740146	-	63	2010	902	997	38	29	25
psmA3	MRSA_MW2_contig_1	2740210	2740278	-	69	1917	802	1090	49	14	13
psmA2	MRSA_MW2_contig_1	2740330	2740395	-	66	55	21	28	0	0	0
psmA1	MRSA_MW2_contig_1	2740427	2740492	-	66	45	32	43	30	44	40
nuoL	MRSA_MW2_contig_1	2741012	2742496	+	1485	31531	24633	31264	5931	26957	8605
dabA	MRSA_MW2_contig_1	2742509	2745214	+	2706	41130	33356	46960	9405	33970	9339
yocR	MRSA_MW2_contig_1	2748322	2749659	+	1338	16345	14910	18749	4088	9413	6440
cysK	MRSA_MW2_contig_1;MRSA_MW2_contig_1	2749876;2814242	2750781;2815174	+;+	1839	41902	39342	50809	34869	34913	46361
metN1	MRSA_MW2_contig_1	2752213	2753238	+	1026	1193	972	1194	158	223	282
gmpC	MRSA_MW2_contig_1	2753938	2754780	+	843	1355	1271	1710	508	640	826
aaa	MRSA_MW2_contig_1	2755112	2756116	+	1005	32814	33265	41561	16170	20724	28737
DBIAII_02672	MRSA_MW2_contig_1	2756301	2756570	-	270	1959	1964	2427	2896	4843	3703
DBIAII_02675	MRSA_MW2_contig_1	2757758	2758540	-	783	5938	4960	6000	3396	7280	5990
DBIAII_02676	MRSA_MW2_contig_1	2758537	2759649	-	1113	6621	5286	6484	2914	6889	5736
gltB	MRSA_MW2_contig_1	2760836	2765335	+	4500	8711	7166	8467	1792	3453	1805
gltD	MRSA_MW2_contig_1	2765353	2766816	+	1464	3851	3368	4456	1805	1936	1772
treB	MRSA_MW2_contig_1	2767647	2769074	+	1428	36256	38557	52048	13843	28693	24411
treC	MRSA_MW2_contig_1	2769138	2770778	+	1641	12843	12090	16420	3937	8075	5945
treR	MRSA_MW2_contig_1	2770803	2771531	+	729	5187	4890	6566	1957	3557	2757
dnaX	MRSA_MW2_contig_1	2772767	2774464	+	1698	19510	16191	20803	10284	15755	17801
DBIAII_02688	MRSA_MW2_contig_1	2774554	2774871	+	318	13446	12167	15907	12895	20548	18209
recR	MRSA_MW2_contig_1	2774878	2775474	+	597	9077	8216	10887	9898	14867	13605
ldcC	MRSA_MW2_contig_1	2782198	2783535	+	1338	1693	1530	1890	901	1962	1358
