# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/LacFitz_annotation/LacFitz_assembly.gtf" "-o" "LacFitz_transcripts.txt" "mapping/L-A_S491_L006_vs_LacFitz.sorted.bam" "mapping/L-B_S492_L006_vs_LacFitz.sorted.bam" "mapping/L-C_S493_L006_vs_LacFitz.sorted.bam" "mapping/LplusA_S498_L006_vs_LacFitz.sorted.bam" "mapping/LplusB_S499_L006_vs_LacFitz.sorted.bam" "mapping/LplusC_S500_L006_vs_LacFitz.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/L-A_S491_L006_vs_LacFitz.sorted.bam	mapping/L-B_S492_L006_vs_LacFitz.sorted.bam	mapping/L-C_S493_L006_vs_LacFitz.sorted.bam	mapping/LplusA_S498_L006_vs_LacFitz.sorted.bam	mapping/LplusB_S499_L006_vs_LacFitz.sorted.bam	mapping/LplusC_S500_L006_vs_LacFitz.sorted.bam
PBCCJM_02414	MRSA_LacFitz_contig_1	2438326	2440101	-	1776	4458	3803	6126	1158	2121	833
norG	MRSA_LacFitz_contig_1	2441260	2442657	+	1398	1048	1043	1344	2009	2144	2011
PBCCJM_02417	MRSA_LacFitz_contig_1	2442847	2443320	+	474	1495	1171	1886	1016	1221	982
spa	MRSA_LacFitz_contig_1	2445503	2447029	-	1527	29541	84732	47102	7587	63092	150482
sarS	MRSA_LacFitz_contig_1	2447450	2448202	-	753	8790	10157	11763	638	1032	3130
sbnA	MRSA_LacFitz_contig_1	2451800	2452780	+	981	32	38	44	16	9	16
sbnB	MRSA_LacFitz_contig_1	2452777	2453787	+	1011	34	26	23	9	13	13
sbnC	MRSA_LacFitz_contig_1	2453808	2455562	+	1755	116	124	112	81	65	89
sbnD	MRSA_LacFitz_contig_1	2455639	2456811	+	1173	182	163	224	95	81	141
sbnE	MRSA_LacFitz_contig_1	2456801	2458537	+	1737	248	263	295	134	172	158
sbnF	MRSA_LacFitz_contig_1	2458518	2460296	+	1779	309	274	383	242	194	253
sbnG	MRSA_LacFitz_contig_1	2460268	2461047	+	780	141	176	166	91	119	159
sbnH	MRSA_LacFitz_contig_1	2461047	2462249	+	1203	301	338	366	231	328	319
sbnI	MRSA_LacFitz_contig_1	2462253	2463017	+	765	280	256	298	224	221	253
PBCCJM_02433	MRSA_LacFitz_contig_1	2463213	2463620	+	408	974	633	1110	207	182	182
PBCCJM_02434	MRSA_LacFitz_contig_1	2463670	2464296	+	627	2405	1789	3165	996	991	1018
butA	MRSA_LacFitz_contig_1	2464508	2465284	+	777	3809	3452	5205	5467	5124	5542
PBCCJM_02436	MRSA_LacFitz_contig_1	2465629	2466600	+	972	167	135	243	47281	40902	50024
wcaJ	MRSA_LacFitz_contig_1	2466563	2467255	+	693	83	75	104	24754	21227	25261
PBCCJM_02439	MRSA_LacFitz_contig_1	2468612	2469850	+	1239	439	466	643	39561	40833	44701
rfbX	MRSA_LacFitz_contig_1	2469840	2471270	+	1431	1903	1868	2312	47814	48062	49230
sodM	MRSA_LacFitz_contig_1	2471538	2472137	+	600	5510	5226	5817	2991	3268	2986
sasD	MRSA_LacFitz_contig_1	2472505	2473230	+	726	9844	6048	12586	5999	5916	10091
tet(38)	MRSA_LacFitz_contig_1	2475121	2476479	+	1359	2184	1862	2840	5650	2588	4855
deoB	MRSA_LacFitz_contig_1	2477250	2478428	+	1179	16862	15015	22271	19710	17859	15991
phnE	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2478559;2479371	2479374;2480171	-;-	1613	349	287	484	10913	10431	6163
phnC	MRSA_LacFitz_contig_1	2480173	2480946	-	774	106	71	115	6923	5916	3744
phnD	MRSA_LacFitz_contig_1	2481160	2482116	-	957	193	124	232	17846	15422	9663
PBCCJM_02452	MRSA_LacFitz_contig_1	2482345	2483889	+	1545	188	143	223	1982	1906	818
PBCCJM_02454	MRSA_LacFitz_contig_1	2485823	2485921	-	99	11	13	7	6	11	12
PBCCJM_02455	MRSA_LacFitz_contig_1	2486135	2486620	+	486	66	60	62	42	52	43
PBCCJM_02456	MRSA_LacFitz_contig_1	2486605	2486895	+	291	11	19	34	32	16	39
PBCCJM_02457	MRSA_LacFitz_contig_1	2487051	2487305	+	255	687	736	1024	613	544	543
cap8B	MRSA_LacFitz_contig_1	2492181	2492867	+	687	571	313	790	66	41	65
cap8C	MRSA_LacFitz_contig_1	2492870	2493634	+	765	455	294	687	46	62	23
PBCCJM_02465	MRSA_LacFitz_contig_1	2493654	2494658	+	1005	337	207	348	25	37	43
wbiI	MRSA_LacFitz_contig_1	2494624	2495478	+	855	292	144	362	24	27	40
cap8E	MRSA_LacFitz_contig_1	2495468	2496496	+	1029	422	282	585	71	109	111
cap8F	MRSA_LacFitz_contig_1	2496509	2497618	+	1110	376	259	513	76	74	159
cap8G	MRSA_LacFitz_contig_1	2497622	2498746	+	1125	451	368	776	80	108	204
rfaL	MRSA_LacFitz_contig_1	2500503	2501669	+	1167	807	735	1139	279	373	339
PBCCJM_02473	MRSA_LacFitz_contig_1	2501662	2502867	+	1206	499	499	845	215	237	272
cap8L	MRSA_LacFitz_contig_1	2502868	2504073	+	1206	832	677	1006	326	326	316
cap8M	MRSA_LacFitz_contig_1	2504084	2504641	+	558	402	410	564	163	229	151
capN	MRSA_LacFitz_contig_1	2504641	2505528	+	888	948	868	1412	399	416	477
cap8O	MRSA_LacFitz_contig_1	2505582	2506844	+	1263	1629	1311	2108	623	652	712
cap8P	MRSA_LacFitz_contig_1	2506921	2508066	+	1146	2112	1822	2696	1227	1245	1308
isdI	MRSA_LacFitz_contig_1	2508131	2508457	-	327	141	138	215	220	168	286
ybaN	MRSA_LacFitz_contig_1	2508464	2508847	-	384	243	239	274	321	223	420
aldA	MRSA_LacFitz_contig_1	2509274	2510761	+	1488	2728	1911	2875	3724	1962	4267
czcD	MRSA_LacFitz_contig_1	2511407	2512366	+	960	1515	1345	1920	1094	961	1070
PBCCJM_02483	MRSA_LacFitz_contig_1	2512428	2512631	-	204	285	220	335	486	481	451
PBCCJM_02484	MRSA_LacFitz_contig_1	2512810	2513322	+	513	6513	4029	8152	13176	8719	3596
tauB	MRSA_LacFitz_contig_1	2513664	2514404	+	741	4975	2840	6379	6505	4248	1460
tauA	MRSA_LacFitz_contig_1	2514418	2515392	+	975	3944	2355	5011	5776	3863	1232
tauC	MRSA_LacFitz_contig_1	2515389	2516150	+	762	2514	1663	3302	3560	2255	809
mpsC	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2517411;2799277	2517770;2799639	+;+	723	16030	14103	20615	15191	14739	8414
imrP	MRSA_LacFitz_contig_1	2519354	2520604	+	1251	1802	1327	1838	207	290	478
lys2b	MRSA_LacFitz_contig_1	2521051	2528226	+	7176	12287	10331	16698	2542	3635	5065
sfp	MRSA_LacFitz_contig_1	2528239	2528883	+	645	1392	1456	1639	547	501	624
yagU	MRSA_LacFitz_contig_1	2529211	2529705	-	495	14963	13043	20748	20384	22090	34394
argB	MRSA_LacFitz_contig_1	2529960	2530724	-	765	401	383	501	841	993	588
argJ	MRSA_LacFitz_contig_1	2530740	2531981	-	1242	324	336	420	995	1091	850
argC	MRSA_LacFitz_contig_1	2531993	2533027	-	1035	199	170	267	998	706	782
PBCCJM_02501	MRSA_LacFitz_contig_1	2536131	2536688	-	558	567	621	870	635	478	655
pDC1	MRSA_LacFitz_contig_1	2536755	2538395	-	1641	1477	1648	2234	1617	1177	1632
ptsG	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2538669;2601536	2540714;2603065	-;-	3576	203013	212262	262613	265919	208410	184605
mupG	MRSA_LacFitz_contig_1	2541300	2542355	+	1056	2270	1050	2987	560	280	728
murQ	MRSA_LacFitz_contig_1	2542355	2543251	+	897	1303	528	1574	232	138	470
murP	MRSA_LacFitz_contig_1	2543263	2544717	+	1455	2228	1005	2758	566	418	956
PBCCJM_02508	MRSA_LacFitz_contig_1	2545789	2546070	-	282	314	404	532	304	348	361
hsdR	MRSA_LacFitz_contig_1	2546283	2549072	+	2790	12648	11912	16521	21373	21902	20471
PBCCJM_02510	MRSA_LacFitz_contig_1	2549277	2550119	+	843	5211	5224	6482	4852	4342	4543
PBCCJM_02511	MRSA_LacFitz_contig_1	2550121	2551044	+	924	2773	2584	3423	2646	1897	2469
PBCCJM_02512	MRSA_LacFitz_contig_1	2551031	2552143	+	1113	3447	2945	4927	2653	2015	2469
dppB	MRSA_LacFitz_contig_1	2554002	2555435	+	1434	590	459	642	498	348	266
ggt	MRSA_LacFitz_contig_1	2558434	2560440	+	2007	1912	1638	2513	1349	1273	2574
PBCCJM_02518	MRSA_LacFitz_contig_1	2560738	2561511	-	774	2140	1391	2476	522	480	1361
azoR	MRSA_LacFitz_contig_1	2561701	2562327	-	627	870	784	916	2053	1273	898
malK	MRSA_LacFitz_contig_1	2563497	2564594	+	1098	1115	612	1023	273	216	2834
malE	MRSA_LacFitz_contig_1	2564607	2565878	+	1272	1145	659	1206	206	233	3104
ugpA	MRSA_LacFitz_contig_1	2565881	2567149	+	1269	2310	1445	2942	259	393	3982
malG	MRSA_LacFitz_contig_1	2567151	2567990	+	840	1854	1287	2473	162	197	1899
mviM	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2568064;2569165	2569140;2570205	+;+	2118	6461	4546	8225	439	741	4055
ycjR	MRSA_LacFitz_contig_1	2570260	2571228	+	969	3736	2751	4587	352	478	1132
ypbQ	MRSA_LacFitz_contig_1	2571590	2572084	-	495	4606	6190	6316	5196	4844	5115
uhpT	MRSA_LacFitz_contig_1	2572317	2573696	+	1380	360	368	503	473	379	507
hptR	MRSA_LacFitz_contig_1	2574055	2574813	-	759	2292	2307	3174	2235	2533	2213
hptS	MRSA_LacFitz_contig_1	2574806	2576362	-	1557	4614	4678	6656	5159	5162	5088
afuA	MRSA_LacFitz_contig_1	2576359	2577327	-	969	2806	2929	3566	3050	2486	2635
pflB	MRSA_LacFitz_contig_1	2577915	2580164	+	2250	399986	442369	574780	280999	164351	166562
pflA	MRSA_LacFitz_contig_1	2580187	2580942	+	756	114550	134974	173156	71743	55195	50614
ugpQ1	MRSA_LacFitz_contig_1	2581278	2583041	+	1764	10112	11401	14070	1659	2214	2479
PBCCJM_02536	MRSA_LacFitz_contig_1	2583205	2583549	-	345	602	646	801	43	92	252
coa	MRSA_LacFitz_contig_1	2583739	2585568	+	1830	2334	4147	3289	695	850	2510
paaJ	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2586171;2723345	2587355;2724526	-;+	2367	15755	15930	18763	13965	12425	12722
fadB	MRSA_LacFitz_contig_1	2587385	2589646	-	2262	129	143	152	102	136	343
fadK	MRSA_LacFitz_contig_1	2591155	2592660	-	1506	113	122	171	82	86	109
ydiF	MRSA_LacFitz_contig_1	2592686	2594248	-	1563	125	122	146	102	73	99
prsW	MRSA_LacFitz_contig_1	2594617	2595846	+	1230	4576	4724	5160	5354	5796	6996
nikA	MRSA_LacFitz_contig_1	2596160	2597635	-	1476	6211	5645	8577	495	780	1822
yeaO	MRSA_LacFitz_contig_1	2597833	2598189	-	357	1790	2308	2947	170	287	829
PBCCJM_02546	MRSA_LacFitz_contig_1	2598346	2598519	-	174	2020	2333	2864	172	310	1021
fpr	MRSA_LacFitz_contig_1	2598545	2599690	-	1146	50012	64854	81289	3947	6874	22991
ldh1	MRSA_LacFitz_contig_1	2600263	2601216	+	954	1136337	820683	1372364	92769	120938	402234
sgaB	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2607272;2701362	2607550;2701646	+;-	564	69	52	113	38	37	40
sgcC	MRSA_LacFitz_contig_1	2607777	2609036	+	1260	106	118	125	26	20	34
tdh	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2609054;2610281	2610109;2611324	+;+	2100	788	739	959	516	503	585
PBCCJM_02556	MRSA_LacFitz_contig_1	2610111	2610257	+	147	5	3	3	2	2	3
tarI2	MRSA_LacFitz_contig_1	2611852	2612568	+	717	7079	6966	9794	11948	11120	9796
tarJ'	MRSA_LacFitz_contig_1	2612561	2613586	+	1026	5199	5336	7168	10986	10696	9310
tarL	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2613608;2618931	2615302;2620619	+;+	3384	55643	55991	76152	39028	44173	46395
tarF	MRSA_LacFitz_contig_1	2615730	2616899	+	1170	8162	8653	11078	4068	4478	4361
tarI1	MRSA_LacFitz_contig_1	2617175	2617891	+	717	11548	10689	14680	2791	3426	5575
tarJ	MRSA_LacFitz_contig_1	2617884	2618909	+	1026	16473	14638	18077	4487	5501	8460
tarS	MRSA_LacFitz_contig_1	2620652	2622376	+	1725	55904	55567	73872	19740	22933	30217
scdA	MRSA_LacFitz_contig_1	2622516	2623190	+	675	6710	10215	11171	8113	7571	6097
lytS	MRSA_LacFitz_contig_1	2623437	2625191	+	1755	13547	13221	18106	1887	1902	3293
lytR	MRSA_LacFitz_contig_1	2625194	2625934	+	741	5644	5783	7491	658	851	1575
lrgA	MRSA_LacFitz_contig_1	2626053	2626490	+	438	15875	9009	18473	105	170	835
lrgB	MRSA_LacFitz_contig_1	2626483	2627184	+	702	23195	13465	26862	294	376	1464
bglB	MRSA_LacFitz_contig_1	2628952	2630388	+	1437	804	658	940	562	629	708
rbsD	MRSA_LacFitz_contig_1	2632776	2633180	-	405	1952	1326	2558	773	708	1601
rbsU	MRSA_LacFitz_contig_1	2633195	2634076	-	882	2755	1977	3680	1079	1074	2433
PBCCJM_02580	MRSA_LacFitz_contig_1	2635686	2636078	+	393	894	862	909	272	318	440
PBCCJM_02582	MRSA_LacFitz_contig_1	2636306	2636710	+	405	189	135	183	145	97	166
yxeI	MRSA_LacFitz_contig_1	2638361	2639353	+	993	577	587	735	666	467	869
lytM	MRSA_LacFitz_contig_1	2639679	2640629	+	951	3629	4096	4694	1372	1643	2641
PBCCJM_02587	MRSA_LacFitz_contig_1	2641354	2642274	-	921	1244	1253	1616	189	211	232
PBCCJM_02588	MRSA_LacFitz_contig_1	2642271	2643437	-	1167	1526	1571	2017	208	215	253
PBCCJM_02589	MRSA_LacFitz_contig_1	2643505	2645028	-	1524	14814	15234	19047	470	660	1571
PBCCJM_02590	MRSA_LacFitz_contig_1	2645299	2645952	+	654	505	419	658	33	47	51
PBCCJM_02591	MRSA_LacFitz_contig_1	2645986	2646573	+	588	750	721	833	85	108	122
PBCCJM_02592	MRSA_LacFitz_contig_1	2646716	2647618	-	903	7299	7690	9857	344	330	808
esxA	MRSA_LacFitz_contig_1	2647857	2648150	+	294	34179	43772	45232	1705	3116	1792
esaA	MRSA_LacFitz_contig_1	2648234	2651263	+	3030	8758	10012	11193	528	584	842
essA	MRSA_LacFitz_contig_1	2651263	2651721	+	459	1224	1471	1547	63	95	119
esaB	MRSA_LacFitz_contig_1	2651693	2651935	+	243	54	45	40	4	6	2
essB	MRSA_LacFitz_contig_1	2651948	2653282	+	1335	1099	1431	1578	123	105	122
essC	MRSA_LacFitz_contig_1	2653304	2657743	+	4440	5346	6993	7771	312	537	686
esxC	MRSA_LacFitz_contig_1	2657773	2658165	+	393	734	955	1073	51	64	87
esxB	MRSA_LacFitz_contig_1	2658181	2658495	+	315	321	388	363	24	36	37
essE	MRSA_LacFitz_contig_1	2658492	2659169	+	678	1203	1582	1728	100	138	137
esxD	MRSA_LacFitz_contig_1	2659175	2659486	+	312	409	403	461	40	40	72
esaD	MRSA_LacFitz_contig_1	2659487	2661340	+	1854	10481	11508	14528	4679	5186	5271
esaG	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2661351;2669009	2661842;2669509	+;+	993	14835	16307	19184	8173	9022	9488
PBCCJM_02605	MRSA_LacFitz_contig_1	2662050	2662733	+	684	1613	1839	2243	1020	1070	1261
PBCCJM_02606	MRSA_LacFitz_contig_1	2662880	2663491	+	612	2354	2854	2960	1469	1445	1573
PBCCJM_02607	MRSA_LacFitz_contig_1	2663627	2663845	+	219	1039	837	1119	545	514	851
PBCCJM_02608	MRSA_LacFitz_contig_1	2663977	2664477	+	501	372	335	484	157	211	259
PBCCJM_02609	MRSA_LacFitz_contig_1	2664488	2664988	+	501	187	221	245	74	72	161
PBCCJM_02610	MRSA_LacFitz_contig_1	2664999	2665151	+	153	76	59	65	45	48	32
PBCCJM_02611	MRSA_LacFitz_contig_1	2665195	2665494	+	300	245	216	203	104	130	166
PBCCJM_02612	MRSA_LacFitz_contig_1	2665505	2665996	+	492	424	334	445	211	239	303
PBCCJM_02613	MRSA_LacFitz_contig_1	2666206	2666889	+	684	971	975	1371	596	629	807
PBCCJM_02614	MRSA_LacFitz_contig_1	2667475	2667975	+	501	449	454	528	370	608	973
PBCCJM_02615	MRSA_LacFitz_contig_1	2667987	2668487	+	501	524	345	495	463	714	908
PBCCJM_02616	MRSA_LacFitz_contig_1	2668498	2668998	+	501	590	576	529	476	718	962
PBCCJM_02618	MRSA_LacFitz_contig_1	2669520	2670008	+	489	1196	1057	1230	906	1309	1881
PBCCJM_02619	MRSA_LacFitz_contig_1	2670631	2671005	+	375	3583	3274	4407	1160	1661	2331
PBCCJM_02620	MRSA_LacFitz_contig_1	2671158	2671556	+	399	7910	6814	9635	2927	3178	5729
PBCCJM_02623	MRSA_LacFitz_contig_1	2674724	2675614	+	891	20252	21804	27435	3758	4474	4367
lolC	MRSA_LacFitz_contig_1	2675863	2676912	+	1050	5503	4374	6711	925	1086	1520
PBCCJM_02627	MRSA_LacFitz_contig_1	2679184	2680302	+	1119	51	64	115	65	55	59
psuG	MRSA_LacFitz_contig_1	2680277	2681200	+	924	104	88	113	87	83	77
nanA	MRSA_LacFitz_contig_1	2684108	2684989	-	882	391	246	389	464	295	511
nanE	MRSA_LacFitz_contig_1	2687225	2687893	+	669	830	849	993	719	729	920
geh	MRSA_LacFitz_contig_1	2689751	2691823	+	2073	24414	14610	28339	6431	7453	9322
PBCCJM_02641	MRSA_LacFitz_contig_1	2695834	2696634	+	801	654	638	780	521	412	662
sIR2	MRSA_LacFitz_contig_1	2696624	2697568	+	945	651	698	881	596	563	743
ulaA	MRSA_LacFitz_contig_1	2700001	2701347	-	1347	1091	1038	1428	852	697	975
mepR	MRSA_LacFitz_contig_1	2704263	2704682	+	420	674	664	776	516	496	426
mepA	MRSA_LacFitz_contig_1	2704789	2706144	+	1356	1951	2135	2298	1730	1447	1405
mepB	MRSA_LacFitz_contig_1	2706248	2706688	+	441	823	756	946	584	579	564
glpT	MRSA_LacFitz_contig_1	2706771	2708129	-	1359	6543	4990	7366	7224	5159	6584
PBCCJM_02655	MRSA_LacFitz_contig_1	2710452	2711018	+	567	508	351	584	117	124	119
yeiH	MRSA_LacFitz_contig_1	2711078	2712073	-	996	3985	3753	5145	7536	6650	7728
efeO	MRSA_LacFitz_contig_1	2713360	2714214	+	855	238	147	263	524	397	2036
efeB	MRSA_LacFitz_contig_1	2714211	2715440	+	1230	262	187	327	1045	868	4366
fTR1	MRSA_LacFitz_contig_1	2715421	2717133	+	1713	315	359	370	1217	1094	5313
tatC	MRSA_LacFitz_contig_1	2717225	2717830	-	606	2564	3056	3693	2231	1947	3281
tatB	MRSA_LacFitz_contig_1	2717943	2718158	-	216	2102	2057	2659	1523	1348	2384
ybcV	MRSA_LacFitz_contig_1	2718267	2718656	-	390	2625	2901	3361	753	930	1021
PBCCJM_02666	MRSA_LacFitz_contig_1	2719097	2719810	+	714	1577	1537	1984	1938	1918	1742
PBCCJM_02668	MRSA_LacFitz_contig_1	2720677	2721306	+	630	4586	4093	5133	3821	4023	4012
ltrA	MRSA_LacFitz_contig_1	2721673	2722806	-	1134	4886	4737	5786	782	969	1422
PBCCJM_02671	MRSA_LacFitz_contig_1	2724609	2725361	-	753	1564	1545	1927	1544	1494	1344
metE	MRSA_LacFitz_contig_1	2725404	2727632	-	2229	1994	1465	2529	1364	1630	1525
metF	MRSA_LacFitz_contig_1	2727629	2729470	-	1842	1161	889	1619	769	1052	659
metC	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2729439;2730596;2804675	2730599;2731699;2805817	-;-;+	3404	6526	5977	8538	14166	11131	9373
spo0J	MRSA_LacFitz_contig_1	2732363	2733208	+	846	1530	1502	1806	1442	1228	1233
mscS	MRSA_LacFitz_contig_1	2733365	2734246	+	882	2827	2926	3027	2755	3297	2479
PBCCJM_02678	MRSA_LacFitz_contig_1	2734276	2734479	+	204	1057	1182	1429	846	1008	779
ychF	MRSA_LacFitz_contig_1	2734491	2735588	+	1098	19303	19521	24098	14740	15274	14118
PBCCJM_02680	MRSA_LacFitz_contig_1	2735674	2735865	-	192	812	663	883	606	638	785
rpsF	MRSA_LacFitz_contig_1	2736109	2736405	+	297	33968	33674	35815	34865	31593	30783
rpsR	MRSA_LacFitz_contig_1	2736981	2737223	+	243	50116	45638	49683	50345	46868	44994
abiF	MRSA_LacFitz_contig_1	2737489	2738463	-	975	585	560	808	382	313	318
PBCCJM_02686	MRSA_LacFitz_contig_1	2738466	2738756	-	291	82	95	183	62	75	77
selX	MRSA_LacFitz_contig_1	2739373	2739984	+	612	477	565	639	227	209	176
ykoI	MRSA_LacFitz_contig_1	2740902	2741474	+	573	17555	10443	20569	1472	3125	258
PBCCJM_02690	MRSA_LacFitz_contig_1	2741612	2741875	-	264	1501	1346	1728	1115	1074	1379
yeaQ	MRSA_LacFitz_contig_1	2742175	2742426	+	252	18323	11519	16830	1692	2985	199
PBCCJM_02694	MRSA_LacFitz_contig_1	2743499	2743885	-	387	3451	3893	5136	2179	1893	2385
PBCCJM_02695	MRSA_LacFitz_contig_1	2744137	2744763	-	627	11646	11399	15185	9746	8799	9994
PBCCJM_02696	MRSA_LacFitz_contig_1	2744836	2745093	-	258	1951	1878	2450	1446	1367	1492
ahpF	MRSA_LacFitz_contig_1	2745208	2746731	-	1524	82026	71636	94173	67099	72060	50381
ahpC	MRSA_LacFitz_contig_1	2746747	2747316	-	570	60972	54102	77278	49221	50980	36926
nfsA	MRSA_LacFitz_contig_1	2747757	2748563	+	807	3768	4047	4947	4018	4191	5742
tcyP	MRSA_LacFitz_contig_1	2748644	2750032	-	1389	10471	8765	12851	5513	4534	3210
PBCCJM_02701	MRSA_LacFitz_contig_1	2751009	2751965	-	957	26153	23123	32430	24267	22376	22600
PBCCJM_02702	MRSA_LacFitz_contig_1	2752083	2752745	-	663	5923	5333	7848	5671	4986	5307
PBCCJM_02703	MRSA_LacFitz_contig_1	2752888	2753295	-	408	6494	4508	6598	3353	2506	3398
xpt	MRSA_LacFitz_contig_1	2753808	2754386	+	579	5859	5659	6702	2744	4731	4172
pbuX	MRSA_LacFitz_contig_1	2754386	2755654	+	1269	11751	11983	14339	4346	8961	6649
guaB	MRSA_LacFitz_contig_1	2755692	2757158	+	1467	37102	33331	43641	20995	23036	18896
guaA	MRSA_LacFitz_contig_1	2757183	2758724	+	1542	52925	47971	60594	29760	31741	30911
PBCCJM_02708	MRSA_LacFitz_contig_1	2758837	2759373	-	537	294	355	495	239	266	276
insE	MRSA_LacFitz_contig_1	2760869	2761141	-	273	56	45	101	69	80	108
PBCCJM_02712	MRSA_LacFitz_contig_1	2761402	2761554	-	153	181	209	280	279	270	244
PBCCJM_02713	MRSA_LacFitz_contig_1	2762078	2762437	-	360	476	460	640	330	280	427
ssl1	MRSA_LacFitz_contig_1	2763773	2764453	+	681	316	331	437	175	173	186
set17	MRSA_LacFitz_contig_1	2764739	2765434	+	696	181	196	240	110	102	142
set18	MRSA_LacFitz_contig_1	2765725	2766783	+	1059	155	117	179	100	101	92
set19	MRSA_LacFitz_contig_1	2767148	2768074	+	927	158	185	198	115	159	137
set20	MRSA_LacFitz_contig_1	2768438	2769142	+	705	140	150	152	88	84	83
PBCCJM_02720	MRSA_LacFitz_contig_1	2769588	2770283	+	696	192	125	184	158	155	190
set22	MRSA_LacFitz_contig_1	2770704	2771399	+	696	367	397	501	268	255	284
set23	MRSA_LacFitz_contig_1	2771743	2772441	+	699	142	137	206	99	96	97
set24	MRSA_LacFitz_contig_1	2772821	2773519	+	699	182	158	194	134	114	97
set25	MRSA_LacFitz_contig_1	2773885	2774568	+	684	567	620	697	456	373	471
PBCCJM_02725	MRSA_LacFitz_contig_1	2774832	2776388	+	1557	7711	6826	9199	7201	6803	6431
hsdS	MRSA_LacFitz_contig_1	2776381	2777592	+	1212	6861	6123	8497	6058	6321	5575
PBCCJM_02728	MRSA_LacFitz_contig_1	2778669	2780177	+	1509	41065	74576	59832	22928	26117	24151
spn	MRSA_LacFitz_contig_1	2780280	2780588	-	309	1926	1488	2543	1079	1001	2264
lpl1	MRSA_LacFitz_contig_1	2780926	2781729	+	804	269	254	364	60	63	126
lpl2	MRSA_LacFitz_contig_1	2781760	2782560	+	801	519	479	642	136	144	286
PBCCJM_02732	MRSA_LacFitz_contig_1	2782579	2783052	+	474	339	348	429	134	113	216
lpl4	MRSA_LacFitz_contig_1	2783432	2784235	+	804	256	226	233	167	163	314
lpl5	MRSA_LacFitz_contig_1	2784254	2785024	+	771	160	163	186	120	112	184
lpl6	MRSA_LacFitz_contig_1	2785056	2785847	+	792	298	347	360	242	289	346
lpl7	MRSA_LacFitz_contig_1	2785917	2786693	+	777	570	449	791	409	411	562
lpl8	MRSA_LacFitz_contig_1	2786869	2787684	+	816	583	635	757	267	329	377
lpl9	MRSA_LacFitz_contig_1	2787703	2788488	+	786	1176	1103	1484	391	515	659
lpl10	MRSA_LacFitz_contig_1	2788668	2789483	+	816	2941	2569	4080	438	444	609
PBCCJM_02740	MRSA_LacFitz_contig_1	2789473	2790801	+	1329	9402	8390	13140	1501	1625	1931
PBCCJM_02741	MRSA_LacFitz_contig_1	2790798	2791121	+	324	1670	1527	2183	261	298	366
PBCCJM_02742	MRSA_LacFitz_contig_1	2791140	2791454	+	315	3300	2718	3740	542	571	727
PBCCJM_02743	MRSA_LacFitz_contig_1	2791744	2791938	-	195	423	390	488	536	532	614
psmA4	MRSA_LacFitz_contig_1	2793984	2794046	-	63	2216	436	2564	8	182	349
psmA3	MRSA_LacFitz_contig_1	2794110	2794178	-	69	2156	449	2145	7	219	444
psmA2	MRSA_LacFitz_contig_1	2794230	2794295	-	66	64	16	87	2	9	19
psmA1	MRSA_LacFitz_contig_1	2794327	2794392	-	66	41	35	45	27	35	31
nuoL	MRSA_LacFitz_contig_1	2794913	2796397	+	1485	23619	17012	29735	26313	25267	24365
dabA	MRSA_LacFitz_contig_1	2796410	2799115	+	2706	31840	25778	43557	37375	40738	21442
PBCCJM_02755	MRSA_LacFitz_contig_1	2801945	2802058	+	114	86	101	90	23	27	12
yocR	MRSA_LacFitz_contig_1	2802223	2803560	+	1338	27733	40471	39763	3466	4684	7637
cysK	MRSA_LacFitz_contig_1;MRSA_LacFitz_contig_1	2803777;2868176	2804691;2869108	+;+	1848	57270	52267	64603	79052	64002	33758
metN1	MRSA_LacFitz_contig_1	2806111	2807136	+	1026	1778	1055	1655	843	494	579
gmpC	MRSA_LacFitz_contig_1	2807836	2808678	+	843	2559	1584	2848	2038	1721	1359
aaa	MRSA_LacFitz_contig_1	2809010	2810014	+	1005	37101	49753	50232	31807	31085	19246
PBCCJM_02763	MRSA_LacFitz_contig_1	2810199	2810468	-	270	2797	2869	3165	2909	2737	2882
PBCCJM_02766	MRSA_LacFitz_contig_1	2811656	2812438	-	783	6237	6731	8514	3353	3814	4494
PBCCJM_02767	MRSA_LacFitz_contig_1	2812435	2813547	-	1113	6362	6502	8593	3028	3539	4150
gltB	MRSA_LacFitz_contig_1	2814733	2819232	+	4500	2560	2394	3564	1134	2203	2594
gltD	MRSA_LacFitz_contig_1	2819250	2820713	+	1464	1589	1757	2334	953	1423	1606
